Unnamed: 0,text,label,clean_text
5491,And I only caught a few of the stories that were generated .,0,caught stori gener
5492,That 's winning activism .,0,win activ
5493,You 're joining a group of hard-working and smart activists 88WhiteTiger88 .,0,join group hardwork smart activist whitetig
5494,Let us know when you 've joined and we can give you another well-deserved cheer .,0,let us know join give anoth welldeserv cheer
5495,that crap about blacks being tougher stornonger etc is crap it aint matter when its out on the street it a all new ball game,1,crap black tougher stornong etc crap aint matter street new ball game
5496,I want to wish all students here and everywhere else the best of luck on your mid-terms .,0,want wish student everywher els best luck midterm
5497,I 'm starting mine tomorrow and I 'm a little nervous .,0,start mine tomorrow littl nervou
5498,Study hard and it will pay off !,0,studi hard pay
5499,im from wilbraham myself i 'm looking to organize a group in the area anyone who 's interested send me a PM or instant message me on theman2089 lets get * * * * in ' organized,0,im wilbraham look organ group area anyon interest send pm instant messag theman let get organ
5500,College is different because for the most part the high schoolers with attitude problems do n't go .,0,colleg differ part high schooler attitud problem nt go
5501,I never saw anybody get into a fight or even an arguement at my college .,0,never saw anybodi get fight even arguement colleg
5502,Tell the school he called you white boy intentionally to piss you off so you threw one back at him .,0,tell school call white boy intent piss threw one back
5503,Tell the school he should be suspended and that he is the one guilty of hate crime .,0,tell school suspend one guilti hate crime
5504,i hate them .. ever since i once got beaten up by 6 of them .. real hero 's since then i because nazi,1,hate ever sinc got beaten real hero sinc nazi
5505,Thanks for the advice i 'll keep that on mind .,0,thank advic keep mind
5506,It 's good that i have good friends here .,0,good good friend
5507,I THANK ALL OF YOU VERY MUCH,0,thank much
5508,Welcome to the SF .,0,welcom sf
5509,I think you will find that this .org is one of the best on the web .,0,think find org one best web
5510,Have a blast Fauster Peace out : laugh,0,blast fauster peac laugh
5511,"If she did use the money to buy food or get a place to stay and did n't use it to buy drugs or something like that , I would n't say you done a bad thing .",0,use money buy food get place stay nt use buy drug someth like would nt say done bad thing
5512,lol This reminds of that story of the guy who overdosed/killed himself while on his digital camera in a chatroom while everyone was cheering him on .,0,lol remind stori guy overdosedkil digit camera chatroom everyon cheer
5513,Your gonna get beat up by guys ! Thats messed not even the sorenyos kids at my school hit girls unless its their whore !,0,gonna get beat guy that mess even sorenyo kid school hit girl unless whore
5514,"i agree the defence is legitimate , 100 % . but the taking up of arms against and killing of other whites is the very last thing we need to succeed in our cause .",0,agre defenc legitim take arm kill white last thing need succeed caus
5515,"I have brown eyes , and would not trade them for any color .",0,brown eye would trade color
5516,I 'll pm you a chapter from the Hitler Youth Handbook .,0,pm chapter hitler youth handbook
5517,oh i get problems all the time ... a group of spics run into all the time and then talk crap ... next time they try it im not lying down,0,oh get problem time group spic run time talk crap next time tri im lie
5518,"yes, if it 's true that the white cop was killed , than it is a terrible thing .",0,ye true white cop kill terribl thing
5519,I have all the respect in the world for our law enforcement .,0,respect world law enforc
5520,"Well i have changed my Signature , i think it was stupid i was forced to do so just because some people dont like what i have to say , but i do hope my new one is acceptable. : attack",0,well chang signatur think stupid forc peopl dont like say hope new one accept attack
5521,"Well, I 'm not a skin nor I 'm from San Diego , however I 'm glad to see you back .",0,well skin san diego howev glad see back
5523,actually SXE kids are locked up more then drug users simply for acts of violence but maybe thats just here in utah,0,actual sxe kid lock drug user simpli act violenc mayb that utah
5524,"now the bitch has to nerve to say `` I wasnt born in australia so i dont have to speak english properly , so shut up '' I think that 's very stupid .",0,bitch nerv say wasnt born australia dont speak english properli shut think stupid
5525,88!,0,
5526,Welcome to Stormfront .,0,welcom stormfront
5527,I hope all make you feel welcome Glad you finally decided to join .. and you are young enough to post stuff here,0,hope make feel welcom glad final decid join young enough post stuff
5528,I enjoy Classical music .,0,enjoy classic music
5529,I have a lot of albums that were left in the house that I bought from my grandfather 's estate after he passed away .,0,lot album left hous bought grandfath estat pass away
5530,"Welcome SourceX , I hope you will read more and maybe become a white nationalist , I refrain from calling myself a racist because I do n't hate other races but a white nationalist because I want to preserve my race and culture and to live in a white country .",0,welcom sourcex hope read mayb becom white nationalist refrain call racist nt hate race white nationalist want preserv race cultur live white countri
5531,I wish you the best !!!,0,wish best
5533,Ya hey der !,0,ya hey der
5534,If you find Doug and Bob McKenzie tell them their memberships are past due https : //m.youtube.com/watch ? v = OJE3EgTGg9k,0,find doug bob mckenzi tell membership past due http myoutubecomwatch v ojeegtggk
5535,"I found it strange the way the police handled this case , they told her father and his friends to search the house for her , all those people wandering around the house contaminating all the evidence , that 's hardly good police procedure .",0,found strang way polic handl case told father friend search hous peopl wander around hous contamin evid hardli good polic procedur
5536,Found it again JewTube took it down but its back up Between Heaven and Hell The True Story of Whites in South Africa - YouTube,0,found jewtub took back heaven hell true stori white south africa youtub
5537,Where have you seen the initials 88/77 ?,0,seen initi
5538,"If you have a link , send it and perhaps we can figure it out based on context .",0,link send perhap figur base context
5539,"If we are White and wish to save this country rather than have it turn into a disorderly non-White hegemony , then we are all at a loss for what to do .",1,white wish save countri rather turn disorderli nonwhit hegemoni loss
5540,SOS !,0,so
5541,I think there might be one or two groups if they are still active I have no idea Maybe check the Daily Stormer Book Clubs ?,0,think might one two group still activ idea mayb check daili stormer book club
5542,Ive never done it but heard its a great way to meet people ... although Anglin is n't my favoriate `` white nationalist '' ...,0,ive never done heard great way meet peopl although anglin nt favori white nationalist
5543,"How many white lives would it have saved so far if we had no non whites here , just in the USA and Canada ?",0,mani white live would save far non white usa canada
5544,"Yes they did , the Jews claimed that Jesus got his power from the devil to heal people of their illnesses .",0,ye jew claim jesu got power devil heal peopl ill
5545,Jesus even said to their face that they are the sons of satan .,0,jesu even said face son satan
5546,Apparently the Jews ca n't take it when the truth is spoken about them .,1,appar jew ca nt take truth spoken
5547,Jesus was politically incorrect .,0,jesu polit incorrect
5548,Why yes you should !,0,ye
5549,Have you seen the price of beef ?!?!,0,seen price beef
5550,If you will stop eating it then it will not cost me so much .,0,stop eat cost much
5551,Y' all have a nice day .,0,nice day
5552,Thank god for the Poles .,0,thank god pole
5553,"Started the defeat of the Soviet Union , and now leaders in the fight against Islam !",0,start defeat soviet union leader fight islam
5554,Zdrowie !,0,zdrowi
5555,I am in favor of starting with the death penalty for all traitors which includes all racial traitors .,0,favor start death penalti traitor includ racial traitor
5556,Then we need to establish a national day of mourning about past traitors and the harm which they caused to our people and the whole nation .,0,need establish nation day mourn past traitor harm caus peopl whole nation
5557,"As of December 31st , 2013 at about 8 AM PST , the booklet had been downloaded 16,270 times and counting .",0,decemb st pst booklet download time count
5560,Click on the `` DOWNLOAD ( 7.39 MB ) '' link .,0,click download mb link
5561,"Booklet updated on Dec. 9th , 2013 .",0,booklet updat dec th
5562,"( Now over 16,000 Downloads ! )",0,download
5563,PDF file : http://www.mediafire.com/download/4w18ocon384cx6c/WN-Debate-Booklet+12-09-13.pdfMSWordfile:http://www.mediafire.com/download/7ic1n7oq7jidz22/WN-Debate-Booklet + 12-09-13.docx Watch the 10 hour video version of `` The Zionist Attack on Western Civilization '' @ http://trutube.tv/video/14247/The-Zionist-Attack-on-Western-Civilization-Pages-1-33-Part-1-of-4-Banned-from-YouTubeNotepadPromotionalYouTubeComment:http://www.mediafire.com/download/96fg6ft02lyfruz/Booklet _ White _ YT _ Comment _ ( Hyperlinked ) .txt http://www.mediafire.com/download/zcn3wozjbwnezms/Booklet-White-YT-Comment- ( Hyperlinked-Back-Up % 5D.txt http://www.mediafire.com/view/9uyudq1yuxu1dur/Booklet+Comment+%28Firefox%29.txtOriginal2minutepromotionalBOOKLETvideo@http://www.youtube.com/watch ? v = n663eVTSyS8 Are you interested in helping spread the booklet download link across the world ?,0,pdf file httpwwwmediafirecomdownloadwoconcxcwndebatebookletpdfmswordfilehttpwwwmediafirecomdownloadicnoqjidzwndebatebooklet docx watch hour video version zionist attack western civil httptrutubetvvideothezionistattackonwesterncivilizationpagespartofbannedfromyoutubenotepadpromotionalyoutubecommenthttpwwwmediafirecomdownloadfgftlyfruzbooklet white yt comment hyperlink txt httpwwwmediafirecomdownloadzcnwozjbwnezmsbookletwhiteytcom hyperlinkedbackup dtxt httpwwwmediafirecomviewuyudqyuxudurbookletcommentfirefoxtxtoriginalminutepromotionalbookletvideohttpwwwyoutubecomwatch v nevtsi interest help spread booklet download link across world
5565,Thank you in advance. : ) Download the youtube `` description box '' info text file below @ http://www.mediafire.com/download/gxv2b33v37la6pz/Booklet % 20Description % 20Box % 20Info.txt,0,thank advanc download youtub descript box info text file httpwwwmediafirecomdownloadgxvbvlapzbooklet descript box infotxt
5566,"I'm insulted by how stupid the Jews think we are until I see what they see by reading the posts amongst our so-called , `` Awakened Brethren . ''",1,im insult stupid jew think see see read post amongst socal awaken brethren
5567,I know what you mean .,0,know mean
5568,"Sometimes I watch television here and the camera man asks some Americans where Canada is , most dont even know .",0,sometim watch televis camera man ask american canada dont even know
5570,"The video about the `` Day of honour '' , is really cool .",0,video day honour realli cool
5571,"Every time , when i watch these videos , or my friends , mates tells me about it , i always feel bad about , that i have to be here , becouse of the university ...",0,everi time watch video friend mate tell alway feel bad becous univers
5572,"I know one thing , no white should ever give one nickel or a second thought to Africa for they have repaid good with evil .",1,know one thing white ever give one nickel second thought africa repaid good evil
5573,I heard whites could purchase land off each other if they wanted to move into Orania .,0,heard white could purchas land want move orania
5574,How much for a single white male to purchase a small plot ?,0,much singl white male purchas small plot
5575,US dollars please .,0,us dollar pleas
5576,I'm looking to study at a college in South Africa later in my life .,0,im look studi colleg south africa later life
5577,Are there any majority white universities in South Africa ?,0,major white univers south africa
5578,"I 've seen University of Cape Town 's website and checked how many white students they have , about 40 % .",0,seen univers cape town websit check mani white student
5579,"What are the odds that flags will be ordered at half staff for this communist Negro terrorist , in the United States ?",0,odd flag order half staff communist negro terrorist unit state
5580,nothing about white genocide is acceptable especially the fact that the mainstream media essentially denies it exist in the first place .,0,noth white genocid accept especi fact mainstream media essenti deni exist first place
5581,You have got it all wrong .,0,got wrong
5582,White nationalism is not about a bunch of nationalists who happen to be white .,0,white nation bunch nationalist happen white
5583,It 's about the preservation and protection of the white race regardless of culture .,0,preserv protect white race regardless cultur
5584,"Yeah, Des Moines .",0,yeah de moin
5585,"Checkout these lyrics from `` Psychosocial '' : Fake Anti-Fascist Lie I tried to tell you , but your purple hearts are giving out Can t stop a killing idea if it s hunting season Is this what you want ?",0,checkout lyric psychosoci fake antifascist lie tri tell purpl heart give stop kill idea hunt season want
5586,I m not the only one,0,one
5587,I had to start a new thread seeing as this thread was no longer functioning properly .,0,start new thread see thread longer function properli
5588,See the new thread @ https : //www.stormfront.org/forum/t989503/,0,see new thread http wwwstormfrontorgforumt
5589,Thank you for the update .,0,thank updat
5590,Going to reah 10k soon !,0,go reah k soon
5591,Just downloaded the 21 May `` edition '' Great as always Huge thanks !,0,download may edit great alway huge thank
5592,W.W.P,0,wwp
5593,Lets ask them to stop by the Federal Reserve and grab those books too as long as they 're out and about .,0,let ask stop feder reserv grab book long
5594,The majority of the people in these photos are more of the threat to America than to the Ukraine in my opinion .,1,major peopl photo threat america ukrain opinion
5595,Ukraine defense minister ignores repeated phone calls from Chuck Hagel http://washingtonexaminer.com/ukrain ... rticle/2544358,0,ukrain defens minist ignor repeat phone call chuck hagel httpwashingtonexaminercomukrain rticl
5596,Wow Is there some hope for the Negro race ?,0,wow hope negro race
5597,It would be nice to see Negro leaders like that take charge and lead their people home .,0,would nice see negro leader like take charg lead peopl home
5598,I hope his God blesses him,0,hope god bless
5599,I do n't know of to many whites that would want to live in non white homelands \ communities .,0,nt know mani white would want live non white homeland commun
5600,The non white homelands have so much trash and crime in them that non whites mainly choose to stay away .,1,non white homeland much trash crime non white mainli choos stay away
5601,PatrioticMama,0,patrioticmama
5602,"Absolutely, whenever i see a dirty white coon with dreadlocks i get the urge to grab him by his flea blanket head and head butt him senseless",1,absolut whenev see dirti white coon dreadlock get urg grab flea blanket head head butt senseless
5603,Too many whites think they deserve what negroes dish out because of guilt .,0,mani white think deserv negro dish guilt
5604,If they were to educate themselves about history a little better they could get over it .,0,educ histori littl better could get
5605,"Traitors are pathetic ignorant fools , and negroes are fools because they are starting to literally bite the hands that feed them .",1,traitor pathet ignor fool negro fool start liter bite hand feed
5606,the father said on the news this morning the church has already told him they would appel the verdict and if they lost again they would just file bankruptcy and he wouldnt see a dime !,0,father said news morn church alreadi told would appel verdict lost would file bankruptci wouldnt see dime
5607,"Sorry, but what they did was just sick and wrong .",0,sorri sick wrong
5608,Protesting at a funeral ?,0,protest funer
5609,That is just disgusting and completely immoral .,0,disgust complet immor
5610,We have a saying in South Africa : As die kop dom is moet die lyf sukkel .,0,say south africa die kop dom moet die lyf sukkel
5611,This means if the mind is stupid the body must suffer .,0,mean mind stupid bodi must suffer
5612,"I feel sorry for the little sister , but maybe she was saved from becoming a wigger herself if you look at the older sister 's example .",0,feel sorri littl sister mayb save becom wigger look older sister exampl
5613,May the wigger sister and parents be haunted by her death for the rest of their lives as it is in effect by their hands and actions that their sister and daughter was murdered by this beast .,1,may wigger sister parent haunt death rest live effect hand action sister daughter murder beast
5614,They should be tried for being accessories to murder !!!!!!!!!!!!,0,tri accessori murder
5615,Seems like Jewtube has been down for a few hours .,0,seem like jewtub hour
5616,When I try and go there I get a `` Bad Request '' HTML page .,0,tri go get bad request html page
5617,Can anyone confirm if the Nuclear Plant has melted down or not ? ( I sincerely hope that it has not melted down or has been damaged in a dangerous radio active cloud spreading way. ),0,anyon confirm nuclear plant melt sincer hope melt damag danger radio activ cloud spread way
5618,"The maker of this video originally thought it had melted down , but now feels it has not .",0,maker video origin thought melt feel
5619,So I do n't know what to think ?,0,nt know think
5620,UPDATE 1pm CST !,0,updat pm cst
5621,Japan NUCLEAR REACTOR - RADIOACTIVE STEAM ON VIDEO - 3/11/11 YouTube - UPDATE 1pm CST !,0,japan nuclear reactor radioact steam video youtub updat pm cst
5622,Japan NUCLEAR REACTOR - RADIOACTIVE STEAM ON VIDEO - 3/11/11 UPDATE 1pm CST -- NOT GOOD !,0,japan nuclear reactor radioact steam video updat pm cst good
5623,Japan REACTOR - RODS MELT !,0,japan reactor rod melt
5624,"CONFIRMED - March 12 , 2011 YouTube - UPDATE 1pm CST -- NOT GOOD !",0,confirm march youtub updat pm cst good
5626,"CONFIRMED - March 12 , 2011 UPDATE 1pm CST - Meltdown , Outgassing !",0,confirm march updat pm cst meltdown outgass
5627,NUCLEAR PLANT HAS FULLY EXPLODED !,0,nuclear plant fulli explod
5628,"TAKE COVER YouTube - UPDATE 1pm CST - Meltdown , Outgassing !",0,take cover youtub updat pm cst meltdown outgass
5630,TAKE COVER SOON JAPAN NUCLEAR EXPLOSION GLOBAL DISASTER FUKUSHIMA YouTube - JAPAN NUCLEAR EXPLOSION GLOBAL DISASTER FUKUSHIMA I received this image in an email this morning .,0,take cover soon japan nuclear explos global disast fukushima youtub japan nuclear explos global disast fukushima receiv imag email morn
5631,I have no idea if it is an accurate description of what could happen or not ?,0,idea accur descript could happen
5632,"So , I do n't know what to say .",0,nt know say
5633,Let 's just hope this is n't worst case scenario .,0,let hope nt worst case scenario
5634,The media wants to bury the story because they care more about homo killers not getting their sick fetish for young boys fufilled .,1,media want buri stori care homo killer get sick fetish young boy fufil
5635,They aught be ashamed of themselves for covering up or downplaying the story about these predators .,1,aught asham cover downplay stori predat
5638,Probably not .,0,probabl
5639,White people tend to raise their own children .,0,white peopl tend rais children
5640,"Except , of course , for those that pander to the filthy sons and daughters of Satan like ' ol Sandra here .",1,except cours pander filthi son daughter satan like ol sandra
5641,What a pathetic loser b ! tch ! : goof,0,pathet loser b tch goof
5642,When I saw this thread I was hoping she might actually go against the status quo and adopt a white baby So much for that theory !,0,saw thread hope might actual go statu quo adopt white babi much theori
5643,What typical brainwashed liberal lemming .,1,typic brainwash liber lem
5644,Yawn,0,yawn
5645,I went to high school with f * ckers just like the guy in the original video .,0,went high school f cker like guy origin video
5646,They talk and talk and talk but before they ever accomplish anything they always have one bad `` ni * * er moment '' and end up getting locked up .,0,talk talk talk ever accomplish anyth alway one bad ni er moment end get lock
5647,I would n't worry too much at all .,0,would nt worri much
5648,When I first saw that movie and first saw her I was actually disgusted .,0,first saw movi first saw actual disgust
5649,It doesnt even look right .,0,doesnt even look right
5650,I had to get used to her looking like that because she looked so obviously fake .,0,get use look like look obvious fake
5651,Just came from that nonsense posting Did my part .,0,came nonsens post part
5652,"I have not been on much for a couple days , busy at home .",0,much coupl day busi home
5653,That it will !!,0,
5654,Then we will see who is afraid to leave thier homes after dark or venture into the wrong ' hood .,1,see afraid leav thier home dark ventur wrong hood
5655,"Unfortunately I have n't kept up with this maddening story , but have hate crime charges been filed against these black apes ?",1,unfortun nt kept madden stori hate crime charg file black ape
5656,I mean they intentionally chose this house knowing there were white people living there .,0,mean intent chose hous know white peopl live
5657,Some of the first symbols used to portray the sun god is a circle with a cross inside .,0,first symbol use portray sun god circl cross insid
5658,Do you see this symbol any ware ?,0,see symbol ware
5659,The doctors of ju-ju and voodoo seem to have left their mud huts and moved into office buildings built by White people in cities built by White people .,1,doctor juju voodoo seem left mud hut move offic build built white peopl citi built white peopl
5660,Now there 's a medical advancement to think about .,0,medic advanc think
5661,"The story is available from the below link , which in turn came from AP .",0,stori avail link turn came ap
5662,http://www.whitewire.net/index.php ? p = 82#more-82 Who says that Dr. Pierce did n't accurately predict the future in the Turner Diaries ?,0,httpwwwwhitewirenetindexphp p say dr pierc nt accur predict futur turner diari
5663,"I have just added Treblinka : By Carlo Mattogno , Extermination Camp or Transit Camp ?",0,ad treblinka carlo mattogno extermin camp transit camp
5664,I plan to add a few more books today as well,0,plan add book today well
5665,Mitt is that you ?,0,mitt
5666,I live for the day that some genetic lottery winner is dumb enough to call me a peasant .,0,live day genet lotteri winner dumb enough call peasant
5667,All I can do is hope and take care of my white family by working hard and makeing money so we can all be comfortable for Christmas .,0,hope take care white famili work hard make money comfort christma
5668,I can go on forever talking about how to protect White Europe but everyone on stormfront knows my mentality already .,0,go forev talk protect white europ everyon stormfront know mental alreadi
5669,Pure .,0,pure
5670,We do need to stop judging each other and get o line for an hour and go do something `` positive '' in our area.Lets talk solution not petty diferences .,0,need stop judg get line hour go someth posit arealet talk solut petti difer
5671,ignorant racist black lady wants free water.flv - YouTube Black guy goes crazy at popeye & #39 ; s - YouTube OLD RACIST BLACK LADY CURSING OUT WHITE FOLKS ON TRAIN !,0,ignor racist black ladi want free waterflv youtub black guy goe crazi popey youtub old racist black ladi curs white folk train
5672,- YouTube Ghetto black lady vs. liquor store - YouTube,0,youtub ghetto black ladi vs liquor store youtub
5673,I think Whites should home school their children if at all possible .,0,think white home school children possibl
5674,The school systems are broken .,0,school system broken
5675,Even the best teachers have to play by THEIR rules so it does n't do much good for them to be there .,0,even best teacher play rule nt much good
5676,YouTube - Fight At Chuck E. Cheese In California !,0,youtub fight chuck e chees california
5677,"YouTube - Chucky cheese Brawl/Fight Yeah , never taking my kids there ... if and when I have kids",0,youtub chucki chees brawlfight yeah never take kid kid
5678,The guy in this is acting .,0,guy act
5679,"Again , I appreciate the contributions to this thread , but videos like this have no value here .",0,appreci contribut thread video like valu
5680,More on Jamaica YouTube - Fighting rages in Jamaica Notice that this video was made by Al-Jazera Major Chimpout Warning !,0,jamaica youtub fight rage jamaica notic video made aljazera major chimpout warn
5681,Graphic YouTube - Video Jamaica Stay Wallin Rasta Man Chops Taxi Man With A Machette In Broad Daylight !,0,graphic youtub video jamaica stay wallin rasta man chop taxi man machett broad daylight
5682,The one thing the enemy does n't want is a motivated and unifed white world wide network that is both rich in money and ideas .,0,one thing enemi nt want motiv unif white world wide network rich money idea
5683,More negro savagery : YouTube - Detroit : 3 Black Males Murder pregnant white woman .,1,negro savageri youtub detroit black male murder pregnant white woman
5684,YouTube - Black kid sets teacher on fire .,0,youtub black kid set teacher fire
5685,YouTube - Detroit : Gang Battle at Funeral,0,youtub detroit gang battl funer
5686,"YouTube - White family beaten by mob of blacks YouTube - Black gang in Des Moines , Iowa chants `` It 's Beat Whitey Night '' as they assault white people YouTube - Black Man Punches Blind White Woman On Bus",0,youtub white famili beaten mob black youtub black gang de moin iowa chant beat whitey night assault white peopl youtub black man punch blind white woman bu
5687,The islamic disease is even more dangerous than the more obvious black or yellow disease .,1,islam diseas even danger obviou black yellow diseas
5688,Those islamic disease tend to mimic Whites or copy White concepts in various forms and many of them are light skin and even looked like Whites .,0,islam diseas tend mimic white copi white concept variou form mani light skin even look like white
5689,Ive got nothing against it but i prefer one .,0,ive got noth prefer one
5690,Never date outside your race Someone on this site has it on their posts,0,never date outsid race someon site post
5691,"The Legacy of Dr. William Pierce I know Hadding and Will Williams and others are working hard on this project to bring articles written by Dr. Pierce from the printed page to being put online , for all to read .",0,legaci dr william pierc know had william other work hard project bring articl written dr pierc print page put onlin read
5692,A noble effort .,0,nobl effort
5693,"Front page of this weeks Folio Weekly ( free , and well-worth the price ) : Cover Story Running Like Crazy A new breed of fun runs with color , glow sticks and zombies leaves purists wondering what s next Jahshawn Marconi , Michelle Krueger , Carley Glasser , Britta Fortson , Madeline Fortson , Marisa Kenyon Zahariadis , Dillon Hawkins , Cody Burton , Sam Costanzo , Marci Gurnow , David Martinson and Sean Nagorny DENNIS HO",0,front page week folio weekli free wellworth price cover stori run like crazi new breed fun run color glow stick zombi leav purist wonder next jahshawn marconi michel krueger carley glasser britta fortson madelin fortson marisa kenyon zahariadi dillon hawkin codi burton sam costanzo marci gurnow david martinson sean nagorni denni ho
5694,"Race-consciousness and the determination to preserve our own is part of our nature , being in essence a defining feature of the Aryan spirit .",0,raceconsci determin preserv part natur essenc defin featur aryan spirit
5695,My old high school that I graduated from has sold its soul to the devil .,0,old high school graduat sold soul devil
5696,This is the main logo when you sign on to their website,0,main logo sign websit
5697,The White males are made out the be dumb while the Black male is made out to be the smart one of the group .,0,white male made dumb black male made smart one group
5698,Construction Workers React to `` Wrecking Ball '' - YouTube,0,construct worker react wreck ball youtub
5699,White babies are by far our nation 's most precious resource .,0,white babi far nation preciou resourc
5700,"Help your race , your cultural heritage and your genes survive , have children .",0,help race cultur heritag gene surviv children
5701,Stupid White Man makes vacation get away in living room .,0,stupid white man make vacat get away live room
5702,Intelligent Masculine Black Fed Ex Man comes to save the day and explain how stupid the white man is .,0,intellig masculin black fed ex man come save day explain stupid white man
5703,All the time the white wife is drooling over him and flirting with him .,0,time white wife drool flirt
5704,Gatsby Coram & Stoney Westmoreland - FedEx Commercial `` Vacation at home '' - YouTube,0,gatsbi coram stoney westmoreland fedex commerci vacat home youtub
5705,Looking at things it was shown up till about a three thousand years ago no mongoloids existed in the Tairm basen area .,0,look thing shown till three thousand year ago mongoloid exist tairm basen area
5706,The whole area was Aryan .,0,whole area aryan
5707,I wonder what is under the Gobi ?,0,wonder gobi
5708,"Personally, I think this whites becoming the minority thing is being used by our enemies to discourage white voter turn out .",0,person think white becom minor thing use enemi discourag white voter turn
5709,I wonder how much of this sort of behavior by Gates and his clique of social elites is because humans have an instinct to protect their position once they make `` top dog '' in a hierarchy .,0,wonder much sort behavior gate cliqu social elit human instinct protect posit make top dog hierarchi
5710,These two elements in your comment are quite baffling .,0,two element comment quit baffl
5711,How can you advocate for NS and simultaneously declare its CORE defining principle a `` blasphemy '' ?,0,advoc ns simultan declar core defin principl blasphemi
5712,"This is a sad reality it is sad to read some peoples stories makes me know how good I 've got it , and not to take things for granted .",0,sad realiti sad read peopl stori make know good got take thing grant
5713,"Well I could give you another word for the female version of that part of the anatomy it begins with a C ends with a T and has the letters UN in between , but the language filters wo n't let me",0,well could give anoth word femal version part anatomi begin c end letter un languag filter wo nt let
5714,R.I.P my brothers and sisters for you are all heroes to me i need say no more cause actions speak louder than words .,0,rip brother sister hero need say caus action speak louder word
5715,"It's probably a combination of the sexual tastes of homosexuals ( toward the adolescent ) in the agency , and the racial agenda of liberals in the agency .",1,probabl combin sexual tast homosexu toward adolesc agenc racial agenda liber agenc
5716,In memory of Deputy James McGrane who was shot and killed while conducting a traffic stop by known gang member and Mexican POS Michael Paul Astorga .,0,memori deputi jame mcgrane shot kill conduct traffic stop known gang member mexican po michael paul astorga
5717,Michael Paul Astorga Astorga is set to go on trial around the beginning of the year and the DA is seeking the death penalty .,0,michael paul astorga astorga set go trial around begin year da seek death penalti
5718,Full Story http://www.abqtrib.com/news/2006/mar...uring-traffic/http://www.abqtrib.com/news/2006/apr...ion-of-return/http://www.abqtrib.com/news/2006/apr...-us-officials/http://www.abqtrib.com/news/2006/apr...ted-on-murder/http://www.abqtrib.com/news/2007/aug ... -astorga-case/,0,full stori httpwwwabqtribcomnewsmaruringtraffichttpwwwabqtribcomnewsaprionofreturnhttpwwwabqtribcomnewsaprusofficialshttpwwwabqtribcomnewsaprtedonmurderhttpwwwabqtribcomnewsaug astorgacas
5719,I go through this thread once a week to check the links .,0,go thread week check link
5720,"No matter how many times I browse through it , its impact does n't lessen .",0,matter mani time brows impact nt lessen
5721,Daniel Ramsey Shot and killed in his own house in front of his wife on Valentine 's Day by two negro burglars .,0,daniel ramsey shot kill hous front wife valentin day two negro burglar
5722,More info in the Ethnic Crime Report .,0,info ethnic crime report
5723,Wait until the 1950s and 60s generation dies off LOL .,0,wait gener die lol
5724,Then your gonna see what hell is like .,0,gonna see hell like
5725,The nra may no longer exist .,0,nra may longer exist
5726,"This is the previous edition of that textbook `` Making Europe '' Amazon.com : Making Europe : People , Politics , and Culture since 1300 ( 9780618004829 ) : Frank L. Kidner , Maria Bucur , Ralph Mathisen , Sally McKee , Theodore R. Weeks : Books Amazon.com : Making Europe : People , Politics , and Culture since 1300 ( 9780618004829 ) : Frank L. Kidner , Maria Bucur , Ralph Mathisen , Sally McKee , Theodore R. Weeks : Books when you click on the picture to `` Look Inside '' the negro pops up .",0,previou edit textbook make europ amazoncom make europ peopl polit cultur sinc frank l kidner maria bucur ralph mathisen salli mckee theodor r week book amazoncom make europ peopl polit cultur sinc frank l kidner maria bucur ralph mathisen salli mckee theodor r week book click pictur look insid negro pop
5727,Ukraine needs to rid itself of these Jewish Oligarchs .,1,ukrain need rid jewish oligarch
5728,"They have no allegiance to Ukraine , their allegiance is to their god of money , power and the eternal enslavement of the hated goyim .",1,allegi ukrain allegi god money power etern enslav hate goyim
5729,Well its strange that 's Tesak start anti gay/pedo video near the same moment when Putin do the anti gay propagand law .,0,well strang tesak start anti gaypedo video near moment putin anti gay propagand law
5730,LONG LIVE HOLY MOTHER RUSSIA !!,0,long live holi mother russia
5731,Thank you for your support and thank you for everything else !!,0,thank support thank everyth els
5732,Cheers brothers Russia & Serbia 4ever !!,0,cheer brother russia serbia ever
5733,YouTube - & #x202a ; Kolovrat Kosovski front & #x202c ; & lrm ;,0,youtub xa kolovrat kosovski front xc lrm
5734,The Russian Navy Tall Ship was on display in San Francisco a few years ago .,0,russian navi tall ship display san francisco year ago
5735,I was amazed how young and skinny those cadets were !,0,amaz young skinni cadet
5736,Beautiful ship !,0,beauti ship
5737,Pallada Photos - San Francisco Bay,0,pallada photo san francisco bay
5738,"No, it`s untrue .",0,untru
5739,"This story could came from the very twisted news of the first days , when hostages were taken .",0,stori could came twist news first day hostag taken
5740,"In these days , media reported about the group of armed russians in the Caucasus ( supposed to be cossacks ) , which were headind to a chechen refugee camp with `` unknown goals '' .",0,day media report group arm russian caucasu suppos cossack headind chechen refuge camp unknown goal
5741,They were stopped by army patrols .,0,stop armi patrol
5742,But I`m also sceptical for this story .,0,im also sceptic stori
5743,"After one day , there wasn`t a byte of new information about this .",0,one day wasnt byte new inform
5744,"When `` Kursk '' was sunken in august of 2000 , we all heard during the first days , that the radio link with sub is already established , as well as oxygen sypply link .",0,kursk sunken august heard first day radio link sub alreadi establish well oxygen syppli link
5745,It`s hard to believe anyone except the people you know or your own eyes .,0,hard believ anyon except peopl know eye
5746,Such is the sign of our time ...,0,sign time
